,index,person_id,latlon,time,time_shift,sequence,poi_type,activity_type,travel_type,fixed_activity,time_available,latitude,longitude,datetime,latlon_shift,node_id_o,node_id_d
2837,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,81,travel,bike,bike,n,14,36.0005803,-83.9164917,2022-03-11 13:22:21,"36.003976178797195, -83.92272560840624",53138,9187
2838,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,82,travel,bike,bike,n,14,36.0012011,-83.9169032,2022-03-11 13:22:22,"36.003976178797195, -83.92272560840624",9187,9188
2839,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,83,travel,bike,bike,n,14,36.0023123,-83.917701,2022-03-11 13:22:23,"36.003976178797195, -83.92272560840624",9188,9189
2840,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,84,travel,bike,bike,n,14,36.003182,-83.918306,2022-03-11 13:22:24,"36.003976178797195, -83.92272560840624",9189,18646
2841,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,85,travel,bike,bike,n,14,36.0022689,-83.920292,2022-03-11 13:22:25,"36.003976178797195, -83.92272560840624",18646,11965
2842,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,86,travel,bike,bike,n,14,36.0031325,-83.9208928,2022-03-11 13:22:26,"36.003976178797195, -83.92272560840624",11965,11964
2843,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,87,travel,bike,bike,n,14,36.002382,-83.922506,2022-03-11 13:22:27,"36.003976178797195, -83.92272560840624",11964,15422
2844,162,8,"35.979317850471645, -83.9125009510644",3/11/2022 13:21,3/11/2022 13:35,88,travel,bike,bike,n,14,36.002782,-83.922806,2022-03-11 13:22:28,"36.003976178797195, -83.92272560840624",15422,15422
2845,163,8,"36.003976178797195, -83.92272560840624",3/11/2022 13:35,3/11/2022 14:41,89,home,home,stay,n,66,36.003976178797195,-83.92272560840624,2022-03-11 13:35:00,"36.003976178797195, -83.92272560840624",15422,15422
2846,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,90,travel,bike,bike,n,14,36.002782,-83.922806,2022-03-11 14:42:30,"35.99055723323696, -83.94078570239222",15422,15423
2847,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,91,travel,bike,bike,n,14,36.0027968,-83.9232208,2022-03-11 14:42:31,"35.99055723323696, -83.94078570239222",15423,15103
2848,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,92,travel,bike,bike,n,14,36.0040608,-83.924675,2022-03-11 14:42:32,"35.99055723323696, -83.94078570239222",15103,15102
2849,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,93,travel,bike,bike,n,14,36.0034262,-83.9255557,2022-03-11 14:42:33,"35.99055723323696, -83.94078570239222",15102,9992
2850,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,94,travel,bike,bike,n,14,36.0027849,-83.9264476,2022-03-11 14:42:34,"35.99055723323696, -83.94078570239222",9992,9991
2851,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,95,travel,bike,bike,n,14,36.0024654,-83.9263146,2022-03-11 14:42:35,"35.99055723323696, -83.94078570239222",9991,52386
2852,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,96,travel,bike,bike,n,14,36.0023904,-83.9262762,2022-03-11 14:42:36,"35.99055723323696, -83.94078570239222",52386,52387
2853,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,97,travel,bike,bike,n,14,36.0022553,-83.9262258,2022-03-11 14:42:37,"35.99055723323696, -83.94078570239222",52387,37342
2854,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,98,travel,bike,bike,n,14,36.0020447,-83.9261373,2022-03-11 14:42:38,"35.99055723323696, -83.94078570239222",37342,52371
2855,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,99,travel,bike,bike,n,14,36.0019507,-83.9260933,2022-03-11 14:42:39,"35.99055723323696, -83.94078570239222",52371,9990
2856,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,100,travel,bike,bike,n,14,36.0014458,-83.925897,2022-03-11 14:42:40,"35.99055723323696, -83.94078570239222",9990,323
2857,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,101,travel,bike,bike,n,14,36.001405,-83.926419,2022-03-11 14:42:41,"35.99055723323696, -83.94078570239222",323,324
2858,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,102,travel,bike,bike,n,14,35.998744,-83.931828,2022-03-11 14:42:42,"35.99055723323696, -83.94078570239222",324,325
2859,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,103,travel,bike,bike,n,14,35.997794,-83.936439,2022-03-11 14:42:43,"35.99055723323696, -83.94078570239222",325,326
2860,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,104,travel,bike,bike,n,14,35.995314,-83.937243,2022-03-11 14:42:44,"35.99055723323696, -83.94078570239222",326,17117
2861,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,105,travel,bike,bike,n,14,35.9952013,-83.9372744,2022-03-11 14:42:45,"35.99055723323696, -83.94078570239222",17117,17116
2862,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,106,travel,bike,bike,n,14,35.9942298,-83.9384242,2022-03-11 14:42:46,"35.99055723323696, -83.94078570239222",17116,17115
2863,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,107,travel,bike,bike,n,14,35.9932452,-83.9395893,2022-03-11 14:42:47,"35.99055723323696, -83.94078570239222",17115,24894
2864,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,108,travel,bike,bike,n,14,35.9929362,-83.9392028,2022-03-11 14:42:48,"35.99055723323696, -83.94078570239222",24894,24908
2865,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,109,travel,bike,bike,n,14,35.9920285,-83.9402481,2022-03-11 14:42:49,"35.99055723323696, -83.94078570239222",24908,6848
2866,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,110,travel,bike,bike,n,14,35.9916741,-83.9397935,2022-03-11 14:42:50,"35.99055723323696, -83.94078570239222",6848,6847
2867,164,8,"36.003976178797195, -83.92272560840624",3/11/2022 14:41,3/11/2022 14:55,111,travel,bike,bike,n,14,35.9907588,-83.9408779,2022-03-11 14:42:51,"35.99055723323696, -83.94078570239222",6847,6847
2868,165,8,"35.99055723323696, -83.94078570239222",3/11/2022 14:55,3/11/2022 22:23,112,brewery,work,stay,y,448,35.99055723323696,-83.94078570239222,2022-03-11 14:55:00,"35.99055723323696, -83.94078570239222",6847,6847
2869,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,113,travel,bike,bike,y,15,35.9907588,-83.9408779,2022-03-11 22:24:53,"36.003976178797195, -83.92272560840624",6847,56162
2870,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,114,travel,bike,bike,y,15,35.990354,-83.9403427,2022-03-11 22:24:54,"36.003976178797195, -83.92272560840624",56162,7965
2871,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,115,travel,bike,bike,y,15,35.9900731,-83.9399713,2022-03-11 22:24:55,"36.003976178797195, -83.92272560840624",7965,15075
2872,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,116,travel,bike,bike,y,15,35.9894285,-83.9391252,2022-03-11 22:24:56,"36.003976178797195, -83.92272560840624",15075,16211
2873,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,117,travel,bike,bike,y,15,35.990289,-83.9380327,2022-03-11 22:24:57,"36.003976178797195, -83.92272560840624",16211,17357
2874,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,118,travel,bike,bike,y,15,35.9911994,-83.9369644,2022-03-11 22:24:58,"36.003976178797195, -83.92272560840624",17357,17358
2875,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,119,travel,bike,bike,y,15,35.9921791,-83.9358148,2022-03-11 22:24:59,"36.003976178797195, -83.92272560840624",17358,24919
2876,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,120,travel,bike,bike,y,15,35.9918945,-83.9354405,2022-03-11 22:25:00,"36.003976178797195, -83.92272560840624",24919,24920
2877,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,121,travel,bike,bike,y,15,35.99284,-83.9342486,2022-03-11 22:25:01,"36.003976178797195, -83.92272560840624",24920,15373
2878,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,122,travel,bike,bike,y,15,35.9925484,-83.9338749,2022-03-11 22:25:02,"36.003976178797195, -83.92272560840624",15373,14420
2879,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,123,travel,bike,bike,y,15,35.9919858,-83.933154,2022-03-11 22:25:03,"36.003976178797195, -83.92272560840624",14420,14421
2880,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,124,travel,bike,bike,y,15,35.9927163,-83.9323324,2022-03-11 22:25:04,"36.003976178797195, -83.92272560840624",14421,14422
2881,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,125,travel,bike,bike,y,15,35.9935635,-83.9313494,2022-03-11 22:25:05,"36.003976178797195, -83.92272560840624",14422,13371
2882,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,126,travel,bike,bike,y,15,35.9941573,-83.9306211,2022-03-11 22:25:06,"36.003976178797195, -83.92272560840624",13371,26623
2883,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,127,travel,bike,bike,y,15,35.9944274,-83.9303122,2022-03-11 22:25:07,"36.003976178797195, -83.92272560840624",26623,13481
2884,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,128,travel,bike,bike,y,15,35.9954333,-83.9286899,2022-03-11 22:25:08,"36.003976178797195, -83.92272560840624",13481,14423
2885,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,129,travel,bike,bike,y,15,35.9956522,-83.9281555,2022-03-11 22:25:09,"36.003976178797195, -83.92272560840624",14423,14292
2886,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,130,travel,bike,bike,y,15,35.9963984,-83.9262676,2022-03-11 22:25:10,"36.003976178797195, -83.92272560840624",14292,9119
2887,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,131,travel,bike,bike,y,15,35.9967459,-83.9253875,2022-03-11 22:25:11,"36.003976178797195, -83.92272560840624",9119,51762
2888,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,132,travel,bike,bike,y,15,35.9967817,-83.9252912,2022-03-11 22:25:12,"36.003976178797195, -83.92272560840624",51762,51764
2889,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,133,travel,bike,bike,y,15,35.9969447,-83.9248873,2022-03-11 22:25:13,"36.003976178797195, -83.92272560840624",51764,42928
2890,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,134,travel,bike,bike,y,15,35.997222,-83.9241662,2022-03-11 22:25:14,"36.003976178797195, -83.92272560840624",42928,51770
2891,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,135,travel,bike,bike,y,15,35.997999,-83.9244997,2022-03-11 22:25:15,"36.003976178797195, -83.92272560840624",51770,51772
2892,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,136,travel,bike,bike,y,15,35.9981601,-83.9245665,2022-03-11 22:25:16,"36.003976178797195, -83.92272560840624",51772,9988
2893,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,137,travel,bike,bike,y,15,35.9983725,-83.9246493,2022-03-11 22:25:17,"36.003976178797195, -83.92272560840624",9988,12518
2894,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,138,travel,bike,bike,y,15,35.9988248,-83.9237889,2022-03-11 22:25:18,"36.003976178797195, -83.92272560840624",12518,14329
2895,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,139,travel,bike,bike,y,15,35.9996363,-83.9227268,2022-03-11 22:25:19,"36.003976178797195, -83.92272560840624",14329,14330
2896,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,140,travel,bike,bike,y,15,36.0005303,-83.9212408,2022-03-11 22:25:20,"36.003976178797195, -83.92272560840624",14330,17538
2897,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,141,travel,bike,bike,y,15,36.001482,-83.921906,2022-03-11 22:25:21,"36.003976178797195, -83.92272560840624",17538,11964
2898,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,142,travel,bike,bike,y,15,36.002382,-83.922506,2022-03-11 22:25:22,"36.003976178797195, -83.92272560840624",11964,15422
2899,166,8,"35.99055723323696, -83.94078570239222",3/11/2022 22:23,3/11/2022 22:38,143,travel,bike,bike,y,15,36.002782,-83.922806,2022-03-11 22:25:23,"36.003976178797195, -83.92272560840624",15422,15422
2900,167,8,"36.003976178797195, -83.92272560840624",3/11/2022 22:38,3/12/2022 7:44,144,home,home,stay,y,546,36.003976178797195,-83.92272560840624,2022-03-11 22:38:00,"36.003976178797195, -83.92272560840624",15422,15422
2901,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,145,travel,bike,bike,y,15,36.002782,-83.922806,2022-03-12 07:46:25,"35.98541780535343, -83.93441551861244",15422,11964
2902,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,146,travel,bike,bike,y,15,36.002382,-83.922506,2022-03-12 07:46:26,"35.98541780535343, -83.93441551861244",11964,17538
2903,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,147,travel,bike,bike,y,15,36.001482,-83.921906,2022-03-12 07:46:27,"35.98541780535343, -83.93441551861244",17538,14330
2904,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,148,travel,bike,bike,y,15,36.0005303,-83.9212408,2022-03-12 07:46:28,"35.98541780535343, -83.93441551861244",14330,14329
2905,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,149,travel,bike,bike,y,15,35.9996363,-83.9227268,2022-03-12 07:46:29,"35.98541780535343, -83.93441551861244",14329,12518
2906,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,150,travel,bike,bike,y,15,35.9988248,-83.9237889,2022-03-12 07:46:30,"35.98541780535343, -83.93441551861244",12518,9988
2907,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,151,travel,bike,bike,y,15,35.9983725,-83.9246493,2022-03-12 07:46:31,"35.98541780535343, -83.93441551861244",9988,51772
2908,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,152,travel,bike,bike,y,15,35.9981601,-83.9245665,2022-03-12 07:46:32,"35.98541780535343, -83.93441551861244",51772,51770
2909,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,153,travel,bike,bike,y,15,35.997999,-83.9244997,2022-03-12 07:46:33,"35.98541780535343, -83.93441551861244",51770,42928
2910,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,154,travel,bike,bike,y,15,35.997222,-83.9241662,2022-03-12 07:46:34,"35.98541780535343, -83.93441551861244",42928,51764
2911,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,155,travel,bike,bike,y,15,35.9969447,-83.9248873,2022-03-12 07:46:35,"35.98541780535343, -83.93441551861244",51764,51762
2912,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,156,travel,bike,bike,y,15,35.9967817,-83.9252912,2022-03-12 07:46:36,"35.98541780535343, -83.93441551861244",51762,9119
2913,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,157,travel,bike,bike,y,15,35.9967459,-83.9253875,2022-03-12 07:46:37,"35.98541780535343, -83.93441551861244",9119,14292
2914,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,158,travel,bike,bike,y,15,35.9963984,-83.9262676,2022-03-12 07:46:38,"35.98541780535343, -83.93441551861244",14292,14200
2915,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,159,travel,bike,bike,y,15,35.9954725,-83.9256971,2022-03-12 07:46:39,"35.98541780535343, -83.93441551861244",14200,7230
2916,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,160,travel,bike,bike,y,15,35.995082,-83.926506,2022-03-12 07:46:40,"35.98541780535343, -83.93441551861244",7230,7229
2917,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,161,travel,bike,bike,y,15,35.9942153,-83.9275272,2022-03-12 07:46:41,"35.98541780535343, -83.93441551861244",7229,7228
2918,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,162,travel,bike,bike,y,15,35.9929216,-83.9290517,2022-03-12 07:46:42,"35.98541780535343, -83.93441551861244",7228,7227
2919,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,163,travel,bike,bike,y,15,35.9923111,-83.9297715,2022-03-12 07:46:43,"35.98541780535343, -83.93441551861244",7227,7226
2920,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,164,travel,bike,bike,y,15,35.9914726,-83.9307589,2022-03-12 07:46:44,"35.98541780535343, -83.93441551861244",7226,7225
2921,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,165,travel,bike,bike,y,15,35.9907663,-83.9315911,2022-03-12 07:46:45,"35.98541780535343, -83.93441551861244",7225,7224
2922,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,166,travel,bike,bike,y,15,35.9891655,-83.9334773,2022-03-12 07:46:46,"35.98541780535343, -83.93441551861244",7224,7223
2923,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,167,travel,bike,bike,y,15,35.9880323,-83.9348131,2022-03-12 07:46:47,"35.98541780535343, -83.93441551861244",7223,7222
2924,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,168,travel,bike,bike,y,15,35.9869956,-83.9360338,2022-03-12 07:46:48,"35.98541780535343, -83.93441551861244",7222,489
2925,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,169,travel,bike,bike,y,15,35.987074,-83.936209,2022-03-12 07:46:49,"35.98541780535343, -83.93441551861244",489,490
2926,168,8,"36.003976178797195, -83.92272560840624",3/12/2022 7:44,3/12/2022 7:59,170,travel,bike,bike,y,15,35.985654,-83.934388,2022-03-12 07:46:50,"35.98541780535343, -83.93441551861244",490,490
2927,169,8,"35.98541780535343, -83.93441551861244",3/12/2022 7:59,3/12/2022 12:13,171,coffee_shop,work,stay,y,254,35.98541780535343,-83.93441551861244,2022-03-12 07:59:00,"35.98541780535343, -83.93441551861244",490,490
2928,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,172,travel,bike,bike,y,12,35.985654,-83.934388,2022-03-12 12:15:52,"35.96825146305257, -83.91764870802795",490,491
2929,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,173,travel,bike,bike,y,12,35.983291,-83.931372,2022-03-12 12:15:53,"35.96825146305257, -83.91764870802795",491,492
2930,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,174,travel,bike,bike,y,12,35.98168,-83.929528,2022-03-12 12:15:54,"35.96825146305257, -83.91764870802795",492,493
2931,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,175,travel,bike,bike,y,12,35.980866,-83.928712,2022-03-12 12:15:55,"35.96825146305257, -83.91764870802795",493,494
2932,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,176,travel,bike,bike,y,12,35.978856,-83.926704,2022-03-12 12:15:56,"35.96825146305257, -83.91764870802795",494,495
2933,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,177,travel,bike,bike,y,12,35.977937,-83.92573,2022-03-12 12:15:57,"35.96825146305257, -83.91764870802795",495,496
2934,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,178,travel,bike,bike,y,12,35.976327,-83.924076,2022-03-12 12:15:58,"35.96825146305257, -83.91764870802795",496,497
2935,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,179,travel,bike,bike,y,12,35.974631,-83.922306,2022-03-12 12:15:59,"35.96825146305257, -83.91764870802795",497,8717
2936,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,180,travel,bike,bike,y,12,35.9746441,-83.922227,2022-03-12 12:16:00,"35.96825146305257, -83.91764870802795",8717,9656
2937,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,181,travel,bike,bike,y,12,35.973693,-83.9212394,2022-03-12 12:16:01,"35.96825146305257, -83.91764870802795",9656,54767
2938,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,182,travel,bike,bike,y,12,35.9726655,-83.9202042,2022-03-12 12:16:02,"35.96825146305257, -83.91764870802795",54767,15077
2939,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,183,travel,bike,bike,y,12,35.9725674,-83.9201054,2022-03-12 12:16:03,"35.96825146305257, -83.91764870802795",15077,54771
2940,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,184,travel,bike,bike,y,12,35.9724947,-83.9200317,2022-03-12 12:16:04,"35.96825146305257, -83.91764870802795",54771,47111
2941,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,185,travel,bike,bike,y,12,35.9718213,-83.9193492,2022-03-12 12:16:05,"35.96825146305257, -83.91764870802795",47111,13314
2942,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,186,travel,bike,bike,y,12,35.971751,-83.9192765,2022-03-12 12:16:06,"35.96825146305257, -83.91764870802795",13314,47116
2943,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,187,travel,bike,bike,y,12,35.9716779,-83.9192099,2022-03-12 12:16:07,"35.96825146305257, -83.91764870802795",47116,47105
2944,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,188,travel,bike,bike,y,12,35.9705226,-83.9185073,2022-03-12 12:16:08,"35.96825146305257, -83.91764870802795",47105,6878
2945,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,189,travel,bike,bike,y,12,35.9704601,-83.9184767,2022-03-12 12:16:09,"35.96825146305257, -83.91764870802795",6878,47109
2946,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,190,travel,bike,bike,y,12,35.9703741,-83.9184433,2022-03-12 12:16:10,"35.96825146305257, -83.91764870802795",47109,54764
2947,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,191,travel,bike,bike,y,12,35.9696523,-83.9181404,2022-03-12 12:16:11,"35.96825146305257, -83.91764870802795",54764,9431
2948,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,192,travel,bike,bike,y,12,35.9695679,-83.918105,2022-03-12 12:16:12,"35.96825146305257, -83.91764870802795",9431,54762
2949,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,193,travel,bike,bike,y,12,35.9694914,-83.9180731,2022-03-12 12:16:13,"35.96825146305257, -83.91764870802795",54762,47097
2950,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,194,travel,bike,bike,y,12,35.9689252,-83.917837,2022-03-12 12:16:14,"35.96825146305257, -83.91764870802795",47097,9432
2951,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,195,travel,bike,bike,y,12,35.9688034,-83.9177893,2022-03-12 12:16:15,"35.96825146305257, -83.91764870802795",9432,47096
2952,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,196,travel,bike,bike,y,12,35.968683,-83.9177281,2022-03-12 12:16:16,"35.96825146305257, -83.91764870802795",47096,9433
2953,170,8,"35.98541780535343, -83.93441551861244",3/12/2022 12:13,3/12/2022 12:25,197,travel,bike,bike,y,12,35.9679992,-83.9173751,2022-03-12 12:16:17,"35.96825146305257, -83.91764870802795",9433,9433
2954,171,8,"35.96825146305257, -83.91764870802795",3/12/2022 12:25,3/12/2022 14:36,198,restaurant,eat,stay,y,131,35.96825146305257,-83.91764870802795,2022-03-12 12:25:00,"35.96825146305257, -83.91764870802795",9433,9433
2955,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,199,travel,bike,bike,y,19,35.9679992,-83.9173751,2022-03-12 14:39:19,"35.99055723323696, -83.94078570239222",9433,47096
2956,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,200,travel,bike,bike,y,19,35.968683,-83.9177281,2022-03-12 14:39:20,"35.99055723323696, -83.94078570239222",47096,9432
2957,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,201,travel,bike,bike,y,19,35.9688034,-83.9177893,2022-03-12 14:39:21,"35.99055723323696, -83.94078570239222",9432,47097
2958,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,202,travel,bike,bike,y,19,35.9689252,-83.917837,2022-03-12 14:39:22,"35.99055723323696, -83.94078570239222",47097,54762
2959,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,203,travel,bike,bike,y,19,35.9694914,-83.9180731,2022-03-12 14:39:23,"35.99055723323696, -83.94078570239222",54762,9431
2960,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,204,travel,bike,bike,y,19,35.9695679,-83.918105,2022-03-12 14:39:24,"35.99055723323696, -83.94078570239222",9431,54764
2961,172,8,"35.96825146305257, -83.91764870802795",3/12/2022 14:36,3/12/2022 14:55,205,travel,bike,bike,y,19,35.9696523,-83.9181404,2022-03-12 14:39:25,"35.99055723323696, -83.94078570239222",54764,47109
