index,person_id,latlon,time,time_shift,sequence,poi_type,activity_type,travel_type,fixed_activity,time_available
239,12,"35.89439427553805, -84.03280527538377",3/12/2022 23:59,,13,home,home,stay,y,0
240,13,"36.09716472700085, -84.03359446025405",3/11/2022 0:00,3/12/2022 23:59,1,home,home,stay,y,2879
241,13,"36.09716472700085, -84.03359446025405",3/12/2022 23:59,,2,home,home,stay,y,0
242,14,"36.073029577401904, -83.76055517731639",3/11/2022 0:00,3/11/2022 7:43,1,home,home,stay,y,463
243,14,"36.073029577401904, -83.76055517731639",3/11/2022 7:43,3/11/2022 7:49,2,home,home,stay,y,6
244,14,"36.08592061152025, -83.76354658905665",3/11/2022 7:49,3/11/2022 7:57,3,school,drop_off_passenger,drive,y,8
245,14,"36.08592061152025, -83.76354658905665",3/11/2022 7:57,3/11/2022 8:05,4,school,drop_off_passenger,stay,y,8
246,14,"36.0618429134037, -83.74268595751204",3/11/2022 8:05,3/11/2022 9:46,5,park,recreation,drive,n,101
247,14,"36.0618429134037, -83.74268595751204",3/11/2022 9:46,3/11/2022 9:55,6,park,recreation,stay,n,9
248,14,"36.073929983703216, -83.77060380068714",3/11/2022 9:55,3/11/2022 10:24,7,store,shop,drive,n,29
249,14,"36.073929983703216, -83.77060380068714",3/11/2022 10:24,3/11/2022 10:32,8,store,shop,stay,n,8
250,14,"36.073029577401904, -83.76055517731639",3/11/2022 10:32,3/12/2022 9:47,9,home,home,drive,n,1395
251,14,"36.073029577401904, -83.76055517731639",3/12/2022 9:47,3/12/2022 9:58,10,home,home,stay,n,11
252,14,"36.06281103673055, -83.78225319309915",3/12/2022 9:58,3/12/2022 10:59,11,restaurant,eat,drive,y,61
253,14,"36.06281103673055, -83.78225319309915",3/12/2022 10:59,3/12/2022 11:11,12,restaurant,eat,stay,y,12
254,14,"36.0618429134037, -83.74268595751204",3/12/2022 11:11,3/12/2022 12:51,13,park,recreation,drive,n,100
255,14,"36.0618429134037, -83.74268595751204",3/12/2022 12:51,3/12/2022 12:58,14,park,recreation,stay,n,7
256,14,"36.073029577401904, -83.76055517731639",3/12/2022 12:58,3/12/2022 17:00,15,home,home,drive,n,242
257,14,"36.073029577401904, -83.76055517731639",3/12/2022 17:00,3/12/2022 23:59,16,home,home,stay,y,419
258,14,"36.073029577401904, -83.76055517731639",3/12/2022 23:59,,17,home,home,stay,y,0
259,15,"35.94602025033053, -84.17324216943369",3/11/2022 0:00,3/11/2022 7:34,1,home,home,stay,y,454
260,15,"35.94602025033053, -84.17324216943369",3/11/2022 7:34,3/11/2022 7:40,2,home,home,stay,y,6
261,15,"35.934188819959274, -84.18546524507148",3/11/2022 7:40,3/11/2022 7:49,3,school,drop_off_passenger,drive,y,9
262,15,"35.934188819959274, -84.18546524507148",3/11/2022 7:49,3/11/2022 7:52,4,school,drop_off_passenger,stay,y,3
263,15,"35.93142999478306, -84.18680631171796",3/11/2022 7:52,3/11/2022 8:02,5,store,shop,drive,n,10
264,15,"35.93142999478306, -84.18680631171796",3/11/2022 8:02,3/11/2022 8:11,6,store,shop,stay,n,9
265,15,"35.94602025033053, -84.17324216943369",3/11/2022 8:11,3/11/2022 8:23,7,home,home,drive,n,12
266,15,"35.9132850297775, -84.1668029243156",3/11/2022 8:23,3/11/2022 8:31,8,day_care,drop_off_passenger,drive,y,8
267,15,"35.9132850297775, -84.1668029243156",3/11/2022 8:31,3/11/2022 8:45,9,day_care,drop_off_passenger,stay,y,14
268,15,"35.94602025033053, -84.17324216943369",3/11/2022 8:45,3/11/2022 14:15,10,home,home,drive,n,330
269,15,"35.94602025033053, -84.17324216943369",3/11/2022 14:15,3/11/2022 14:21,11,home,home,stay,n,6
270,15,"35.934188819959274, -84.18546524507148",3/11/2022 14:21,3/11/2022 14:30,12,school,pick_up_passenger,drive,y,9
271,15,"35.934188819959274, -84.18546524507148",3/11/2022 14:30,3/11/2022 14:36,13,school,pick_up_passenger,stay,y,6
272,15,"35.91170496003009, -84.19205991805985",3/11/2022 14:36,3/11/2022 14:40,14,equestrian_center,drop_off_passenger,drive,y,4
273,15,"35.91170496003009, -84.19205991805985",3/11/2022 14:40,3/11/2022 14:52,15,equestrian_center,drop_off_passenger,stay,y,12
274,15,"35.94602025033053, -84.17324216943369",3/11/2022 14:52,3/11/2022 17:12,16,home,home,drive,n,140
275,15,"35.94602025033053, -84.17324216943369",3/11/2022 17:12,3/11/2022 17:24,17,home,home,stay,n,12
276,15,"35.91170496003009, -84.19205991805985",3/11/2022 17:24,3/11/2022 17:28,18,equestrian_center,drop_off_passenger,drive,y,4
277,15,"35.91170496003009, -84.19205991805985",3/11/2022 17:28,3/11/2022 17:36,19,equestrian_center,drop_off_passenger,stay,y,8
278,15,"35.9132850297775, -84.1668029243156",3/11/2022 17:36,3/11/2022 17:42,20,day_care,pick_up_passenger,drive,y,6
279,15,"35.9132850297775, -84.1668029243156",3/11/2022 17:42,3/11/2022 17:52,21,day_care,pick_up_passenger,stay,y,10
280,15,"35.94602025033053, -84.17324216943369",3/11/2022 17:52,3/12/2022 10:07,22,home,home,drive,n,975
281,15,"35.94602025033053, -84.17324216943369",3/12/2022 10:07,3/12/2022 10:23,23,home,home,stay,n,16
282,15,"35.908390398573516, -84.15609899278486",3/12/2022 10:23,3/12/2022 12:49,24,amusement_center,recreation,drive,y,146
283,15,"35.908390398573516, -84.15609899278486",3/12/2022 12:49,3/12/2022 12:59,25,amusement_center,recreation,stay,y,10
284,15,"35.89449526567934, -84.17468765841959",3/12/2022 12:59,3/12/2022 14:14,26,restaurant,eat,drive,y,75
285,15,"35.89449526567934, -84.17468765841959",3/12/2022 14:14,3/12/2022 14:30,27,restaurant,eat,stay,y,16
286,15,"35.94602025033053, -84.17324216943369",3/12/2022 14:30,3/12/2022 18:00,28,home,home,drive,n,210
287,15,"35.94602025033053, -84.17324216943369",3/12/2022 18:00,3/12/2022 23:59,29,home,home,stay,y,359
288,15,"35.94602025033053, -84.17324216943369",3/12/2022 23:59,,30,home,home,stay,y,0
289,16,"35.94549354065116, -83.93972908766017",3/11/2022 0:00,3/11/2022 6:49,1,hospital,work,stay,y,409
290,16,"35.94549354065116, -83.93972908766017",3/11/2022 6:49,3/11/2022 7:00,2,hospital,work,stay,y,11
291,16,"35.9325322334844, -83.93169671918315",3/11/2022 7:00,3/11/2022 17:12,3,home,home,drive,y,612
292,16,"35.9325322334844, -83.93169671918315",3/11/2022 17:12,3/11/2022 17:32,4,home,home,stay,y,20
293,16,"35.94020188149313, -83.92833584440028",3/11/2022 17:32,3/11/2022 18:01,5,park,recreation,walk,n,29
294,16,"35.94020188149313, -83.92833584440028",3/11/2022 18:01,3/11/2022 18:21,6,park,recreation,stay,n,20
295,16,"35.9325322334844, -83.93169671918315",3/11/2022 18:21,3/11/2022 18:45,7,home,home,walk,n,24
296,16,"35.9325322334844, -83.93169671918315",3/11/2022 18:45,3/11/2022 19:49,8,home,home,stay,n,64
297,16,"35.94549354065116, -83.93972908766017",3/11/2022 19:49,3/12/2022 6:55,9,hospital,work,drive,y,666
298,16,"35.94549354065116, -83.93972908766017",3/12/2022 6:55,3/12/2022 7:07,10,hospital,work,stay,y,12
299,16,"35.9325322334844, -83.93169671918315",3/12/2022 7:07,3/12/2022 23:59,11,home,home,drive,y,1012
300,16,"35.9325322334844, -83.93169671918315",3/12/2022 23:59,,12,home,home,stay,y,0
301,17,"35.93690381227682, -83.92900414814434",3/11/2022 0:00,3/11/2022 5:53,1,home,home,stay,y,353
302,17,"35.93690381227682, -83.92900414814434",3/11/2022 5:53,3/11/2022 6:05,2,home,home,stay,y,12
303,17,"35.94898561126322, -83.93431689911083",3/11/2022 6:05,3/11/2022 7:39,3,gym,recreation,drive,n,94
304,17,"35.94898561126322, -83.93431689911083",3/11/2022 7:39,3/11/2022 7:48,4,gym,recreation,stay,n,9
305,17,"35.940058737301825, -83.94269660660161",3/11/2022 7:48,3/11/2022 17:52,5,school,school,drive,y,604
306,17,"35.940058737301825, -83.94269660660161",3/11/2022 17:52,3/11/2022 18:02,6,school,school,stay,y,10
307,17,"35.93690381227682, -83.92900414814434",3/11/2022 18:02,3/11/2022 21:12,7,home,home,drive,n,190
308,17,"35.93690381227682, -83.92900414814434",3/11/2022 21:12,3/11/2022 21:20,8,home,home,stay,n,8
309,17,"35.94002878078095, -83.94372504217198",3/11/2022 21:20,3/12/2022 10:02,9,hospital,work,drive,y,762
310,17,"35.94002878078095, -83.94372504217198",3/12/2022 10:02,3/12/2022 10:10,10,hospital,work,stay,y,8
311,17,"35.93690381227682, -83.92900414814434",3/12/2022 10:10,3/12/2022 20:00,11,home,home,drive,n,590
312,17,"35.93690381227682, -83.92900414814434",3/12/2022 20:00,3/12/2022 23:59,12,home,home,stay,y,239
313,17,"35.93690381227682, -83.92900414814434",3/12/2022 23:59,,13,home,home,stay,y,0
314,18,"35.950849627349875, -84.12593607676072",3/11/2022 0:00,3/11/2022 8:32,1,home,home,stay,y,512
315,18,"35.950849627349875, -84.12593607676072",3/11/2022 8:32,3/11/2022 8:46,2,home,home,stay,y,14
316,18,"35.93162738943336, -84.18606957405888",3/11/2022 8:46,3/11/2022 18:12,3,store,work,drive,y,566
317,18,"35.93162738943336, -84.18606957405888",3/11/2022 18:12,3/11/2022 18:17,4,store,work,stay,y,5
318,18,"35.93142126113681, -84.18684568997496",3/11/2022 18:17,3/11/2022 19:01,5,store,shop,walk,n,44
319,18,"35.93142126113681, -84.18684568997496",3/11/2022 19:01,3/11/2022 19:15,6,store,shop,stay,n,14
320,18,"35.950849627349875, -84.12593607676072",3/11/2022 19:15,3/12/2022 8:29,7,home,home,drive,y,794
321,18,"35.950849627349875, -84.12593607676072",3/12/2022 8:29,3/12/2022 8:43,8,home,home,stay,y,14
322,18,"35.93162738943336, -84.18606957405888",3/12/2022 8:43,3/12/2022 18:04,9,store,work,drive,y,561
323,18,"35.93162738943336, -84.18606957405888",3/12/2022 18:04,3/12/2022 18:17,10,store,work,stay,y,13
324,18,"35.950849627349875, -84.12593607676072",3/12/2022 18:17,3/12/2022 20:00,11,home,home,drive,n,103
325,18,"35.950849627349875, -84.12593607676072",3/12/2022 20:00,3/12/2022 23:59,12,home,home,stay,y,239
326,18,"35.950849627349875, -84.12593607676072",3/12/2022 23:59,,13,home,home,stay,y,0
327,19,"35.994259708545705, -83.76423809181962",3/11/2022 0:00,3/11/2022 7:12,1,home,home,stay,y,432
328,19,"35.994259708545705, -83.76423809181962",3/11/2022 7:12,3/11/2022 7:31,2,home,home,stay,y,19
329,19,"35.961900218509165, -83.92049729694382",3/11/2022 7:31,3/11/2022 12:31,3,work,work,drive,y,300
330,19,"35.961900218509165, -83.92049729694382",3/11/2022 12:31,3/11/2022 12:34,4,work,work,stay,y,3
331,19,"35.962611592443345, -83.91917435035516",3/11/2022 12:34,3/11/2022 13:17,5,restaurant,eat,walk,y,43
332,19,"35.962611592443345, -83.91917435035516",3/11/2022 13:17,3/11/2022 13:20,6,restaurant,eat,stay,y,3
333,19,"35.961900218509165, -83.92049729694382",3/11/2022 13:20,3/11/2022 18:19,7,work,work,walk,y,299
334,19,"35.961900218509165, -83.92049729694382",3/11/2022 18:19,3/11/2022 18:38,8,work,work,stay,y,19
335,19,"36.005969531915056, -83.77557667970906",3/11/2022 18:38,3/11/2022 19:51,9,restaurant,eat,drive,y,73
336,19,"36.005969531915056, -83.77557667970906",3/11/2022 19:51,3/11/2022 19:59,10,restaurant,eat,stay,y,8
337,19,"35.994259708545705, -83.76423809181962",3/11/2022 19:59,3/12/2022 7:21,11,home,home,drive,y,682
338,19,"35.994259708545705, -83.76423809181962",3/12/2022 7:21,3/12/2022 7:34,12,home,home,stay,y,13
339,19,"36.0274526703567, -83.87675497796043",3/12/2022 7:34,3/12/2022 7:51,13,store,shop,drive,y,17
340,19,"36.0274526703567, -83.87675497796043",3/12/2022 7:51,3/12/2022 7:59,14,store,shop,drive,y,8
341,19,"35.961900218509165, -83.92049729694382",3/12/2022 7:59,3/12/2022 17:41,15,work,work,drive,y,582
342,19,"35.961900218509165, -83.92049729694382",3/12/2022 17:41,3/12/2022 17:59,16,work,work,stay,y,18
343,19,"36.00113653151374, -83.77777505867246",3/12/2022 17:59,3/12/2022 18:07,17,gas,shop,drive,n,8
344,19,"36.00113653151374, -83.77777505867246",3/12/2022 18:07,3/12/2022 18:11,18,gas,shop,stay,n,4
345,19,"35.994259708545705, -83.76423809181962",3/12/2022 18:11,3/12/2022 20:00,19,home,home,drive,n,109
346,19,"35.994259708545705, -83.76423809181962",3/12/2022 20:00,3/12/2022 23:59,20,home,home,stay,y,239
347,19,"35.994259708545705, -83.76423809181962",3/12/2022 23:59,,21,home,home,stay,y,0
348,20,"36.06587066083491, -83.82187474643948",3/11/2022 0:00,3/11/2022 8:00,1,home,home,stay,y,480
349,20,"36.06587066083491, -83.82187474643948",3/11/2022 8:00,3/11/2022 8:09,2,home,home,stay,y,9
350,20,"36.10942368198654, -83.85227208543385",3/11/2022 8:09,3/11/2022 16:32,3,gas,work,drive,y,503
351,20,"36.10942368198654, -83.85227208543385",3/11/2022 16:32,3/11/2022 16:40,4,gas,work,stay,y,8
352,20,"36.11463109151089, -83.85480212789922",3/11/2022 16:40,3/11/2022 16:56,5,restaurant,eat,drive,y,16
353,20,"36.11463109151089, -83.85480212789922",3/11/2022 16:56,3/11/2022 17:00,6,restaurant,eat,stay,y,4
354,20,"36.117692560039615, -83.85506525419399",3/11/2022 17:00,3/11/2022 17:51,7,store,shop,drive,n,51
355,20,"36.117692560039615, -83.85506525419399",3/11/2022 17:51,3/11/2022 18:05,8,store,shop,stay,n,14
356,20,"36.06587066083491, -83.82187474643948",3/11/2022 18:05,3/12/2022 9:34,9,home,home,drive,y,929
357,20,"36.06587066083491, -83.82187474643948",3/12/2022 9:34,3/12/2022 9:50,10,home,home,stay,y,16
358,20,"36.105054015298116, -83.76286057315248",3/12/2022 9:50,3/12/2022 12:34,11,park,recreation,drive,n,164
359,20,"36.105054015298116, -83.76286057315248",3/12/2022 12:34,3/12/2022 12:50,12,park,recreation,stay,n,16
360,20,"36.09432164559234, -83.80161416984595",3/12/2022 12:50,3/12/2022 23:09,13,home_friend,social,drive,y,619
361,20,"36.09432164559234, -83.80161416984595",3/12/2022 23:09,3/12/2022 23:17,14,home_friend,social,stay,y,8
362,20,"36.06587066083491, -83.82187474643948",3/12/2022 23:17,3/12/2022 23:59,15,home,home,drive,y,42
363,20,"36.06587066083491, -83.82187474643948",3/12/2022 23:59,,16,home,home,stay,y,0
364,21,"35.96904440290212, -83.90873425030647",3/11/2022 0:00,3/11/2022 7:45,1,home,home,stay,y,465
365,21,"35.96904440290212, -83.90873425030647",3/11/2022 7:45,3/11/2022 7:59,2,home,home,stay,y,14
366,21,"35.95659206214913, -83.92749054029325",3/11/2022 7:59,3/11/2022 12:32,3,school,work,bike,y,273
367,21,"35.95659206214913, -83.92749054029325",3/11/2022 12:32,3/11/2022 12:38,4,school,work,stay,y,6
368,21,"35.94888562083076, -83.93430065911139",3/11/2022 12:38,3/11/2022 14:02,5,gym,recreation,bike,n,84
369,21,"35.94888562083076, -83.93430065911139",3/11/2022 14:02,3/11/2022 14:20,6,gym,recreation,stay,n,18
370,21,"35.96904440290212, -83.90873425030647",3/11/2022 14:20,3/11/2022 18:12,7,home,home,bike,n,232
371,21,"35.96904440290212, -83.90873425030647",3/11/2022 18:12,3/11/2022 18:30,8,home,home,stay,n,18
372,21,"35.958114517008596, -83.90638018887907",3/11/2022 18:30,3/11/2022 20:52,9,brewery,social,bike,n,142
373,21,"35.958114517008596, -83.90638018887907",3/11/2022 20:52,3/11/2022 21:13,10,brewery,social,stay,n,21
374,21,"35.96904440290212, -83.90873425030647",3/11/2022 21:13,3/12/2022 10:03,11,home,home,bike,y,770
375,21,"35.96904440290212, -83.90873425030647",3/12/2022 10:03,3/12/2022 10:23,12,home,home,stay,y,20
376,21,"35.94888562083076, -83.93430065911139",3/12/2022 10:23,3/12/2022 11:31,13,gym,recreation,bike,n,68
377,21,"35.94888562083076, -83.93430065911139",3/12/2022 11:31,3/12/2022 11:35,14,gym,recreation,stay,n,4
378,21,"35.949983190298795, -83.939644637158",3/12/2022 11:35,3/12/2022 12:15,15,store,shop,bike,n,40
379,21,"35.949983190298795, -83.939644637158",3/12/2022 12:15,3/12/2022 12:37,16,store,shop,stay,n,22
380,21,"35.96904440290212, -83.90873425030647",3/12/2022 12:37,3/12/2022 20:00,17,home,home,bike,n,443
381,21,"35.96904440290212, -83.90873425030647",3/12/2022 20:00,3/12/2022 23:59,18,home,home,stay,y,239
382,21,"35.96904440290212, -83.90873425030647",3/12/2022 23:59,,19,home,home,stay,y,0
383,22,"35.99773728990591, -83.86952510278809",3/11/2022 0:00,3/11/2022 7:23,1,home,home,stay,y,443
384,22,"35.99773728990591, -83.86952510278809",3/11/2022 7:23,3/11/2022 7:27,2,home,home,stay,y,4
385,22,"35.99625107490179, -83.87382933950796",3/11/2022 7:27,3/11/2022 7:30,3,school,drop_off_passenger,walk,y,3
386,22,"35.99625107490179, -83.87382933950796",3/11/2022 7:30,3/11/2022 7:34,4,school,drop_off_passenger,stay,y,4
387,22,"35.99773728990591, -83.86952510278809",3/11/2022 7:34,3/11/2022 7:58,5,home,home,walk,y,24
388,22,"35.86512328422985, -83.93276322021856",3/11/2022 7:58,3/11/2022 17:03,6,work,work,drive,y,545
389,22,"35.86512328422985, -83.93276322021856",3/11/2022 17:03,3/11/2022 17:31,7,work,work,stay,y,28
390,22,"35.99625107490179, -83.87382933950796",3/11/2022 17:31,3/11/2022 17:36,8,school,drop_off_passenger,drive,y,5
391,22,"35.99625107490179, -83.87382933950796",3/11/2022 17:36,3/11/2022 17:39,9,school,drop_off_passenger,stay,y,3
392,22,"35.99773728990591, -83.86952510278809",3/11/2022 17:39,3/12/2022 7:25,10,home,home,drive,y,826
393,22,"35.99773728990591, -83.86952510278809",3/12/2022 7:25,3/12/2022 7:30,11,home,home,stay,y,5
394,22,"35.99723407781678, -83.86456248617294",3/12/2022 7:30,3/12/2022 7:54,12,home_friend,drop_off_passenger,drive,y,24
395,22,"35.86512328422985, -83.93276322021856",3/12/2022 7:54,3/12/2022 17:01,13,work,work,drive,y,547
396,22,"35.86512328422985, -83.93276322021856",3/12/2022 17:01,3/12/2022 17:29,14,work,work,stay,y,28
397,22,"35.99723407781678, -83.86456248617294",3/12/2022 17:29,3/12/2022 17:36,15,home_friend,pick_up_passenger,drive,y,7
398,22,"36.000286907073495, -83.87432378032476",3/12/2022 17:36,3/12/2022 18:24,16,restaurant,eat,drive,y,48
399,22,"36.000286907073495, -83.87432378032476",3/12/2022 18:24,3/12/2022 18:32,17,restaurant,eat,stay,y,8
400,22,"35.99773728990591, -83.86952510278809",3/12/2022 18:32,3/12/2022 19:00,18,home,home,drive,n,28
401,22,"35.99773728990591, -83.86952510278809",3/12/2022 19:00,3/12/2022 23:59,19,home,home,stay,y,299
402,22,"35.99773728990591, -83.86952510278809",3/12/2022 23:59,,20,home,home,stay,y,0
403,23,"35.87239543671355, -83.89043649218131",3/11/2022 0:00,3/12/2022 23:59,1,home,home,stay,y,2879
404,23,"35.87239543671355, -83.89043649218131",3/12/2022 23:59,,2,home,home,stay,y,0
405,24,"35.94777234795787, -83.98895316034631",3/11/2022 0:00,3/11/2022 9:34,1,home,home,stay,y,574
406,24,"35.94777234795787, -83.98895316034631",3/11/2022 9:34,3/11/2022 9:48,2,home,home,stay,y,14
407,24,"35.953329866253036, -83.92397534011542",3/11/2022 9:48,3/11/2022 9:55,3,parking_lot,travel,drive,y,7
408,24,"35.957876613964, -83.92406944406133",3/11/2022 9:55,3/11/2022 16:12,4,school,school,walk,y,377
409,24,"35.957876613964, -83.92406944406133",3/11/2022 16:12,3/11/2022 16:32,5,school,school,stay,y,20
410,24,"35.92514482704654, -84.05351799304097",3/11/2022 16:32,3/11/2022 23:05,6,restaurant,work,drive,y,393
411,24,"35.92514482704654, -84.05351799304097",3/11/2022 23:05,3/11/2022 23:20,7,restaurant,work,stay,y,15
412,24,"35.94777234795787, -83.98895316034631",3/11/2022 23:20,3/12/2022 10:32,8,home,home,drive,y,672
413,24,"35.94777234795787, -83.98895316034631",3/12/2022 10:32,3/12/2022 10:44,9,home,home,stay,y,12
414,24,"35.92514482704654, -84.05351799304097",3/12/2022 10:44,3/12/2022 23:20,10,restaurant,work,drive,y,756
415,24,"35.92514482704654, -84.05351799304097",3/12/2022 23:20,3/12/2022 23:34,11,restaurant,work,stay,y,14
416,24,"35.94777234795787, -83.98895316034631",3/12/2022 23:34,3/12/2022 23:59,12,home,home,drive,y,25
417,24,"35.94777234795787, -83.98895316034631",3/12/2022 23:59,,13,home,home,stay,y,0
418,25,"35.96452083048324, -83.9011506965297",3/11/2022 0:00,3/11/2022 7:34,1,home,home,stay,y,454
419,25,"35.96452083048324, -83.9011506965297",3/11/2022 7:34,3/11/2022 8:08,2,home,home,stay,y,34
420,25,"35.96515728089114, -83.91805638074025",3/11/2022 8:08,3/11/2022 11:49,3,store,shop,walk,n,221
421,25,"35.96515728089114, -83.91805638074025",3/11/2022 11:49,3/11/2022 12:12,4,store,shop,stay,n,23
422,25,"35.9709998740876, -83.9245873991788",3/11/2022 12:12,3/11/2022 12:49,5,social_services,eat,walk,y,37
423,25,"35.9709998740876, -83.9245873991788",3/11/2022 12:49,3/11/2022 13:11,6,social_services,eat,stay,y,22
424,25,"35.966986612263064, -83.91451667712109",3/11/2022 13:11,3/11/2022 17:49,7,park,recreation,walk,n,278
425,25,"35.966986612263064, -83.91451667712109",3/11/2022 17:49,3/11/2022 17:57,8,park,recreation,stay,n,8
426,25,"35.97016194904748, -83.91487489391939",3/11/2022 17:57,3/11/2022 18:22,9,gas,eat,walk,y,25
427,25,"35.97016194904748, -83.91487489391939",3/11/2022 18:22,3/11/2022 18:31,10,gas,eat,stay,y,9
428,25,"35.97242965506016, -83.92073513732421",3/11/2022 18:31,3/12/2022 8:49,11,home,home,walk,y,858
429,25,"35.97242965506016, -83.92073513732421",3/12/2022 8:49,3/12/2022 8:56,12,home,home,stay,y,7
430,25,"35.969965005072844, -83.9242553735807",3/12/2022 8:56,3/12/2022 9:09,13,store,shop,walk,n,13
431,25,"35.969965005072844, -83.9242553735807",3/12/2022 9:09,3/12/2022 9:55,14,store,shop,stay,n,46
432,25,"35.992436576991786, -83.9216391036381",3/12/2022 9:55,3/12/2022 11:29,15,store,shop,walk,n,94
433,25,"35.992436576991786, -83.9216391036381",3/12/2022 11:29,3/12/2022 11:59,16,store,shop,stay,n,30
434,25,"35.97536982593799, -83.91852705133597",3/12/2022 11:59,3/12/2022 19:00,17,home,home,walk,n,421
435,25,"35.97536982593799, -83.91852705133597",3/12/2022 19:00,3/12/2022 23:59,18,home,home,stay,y,299
436,25,"35.97536982593799, -83.91852705133597",3/12/2022 23:59,,19,home,home,stay,y,0
437,26,"35.96327099347254, -83.91946354020544",3/11/2022 0:00,3/11/2022 9:31,1,home,home,stay,y,571
438,26,"35.96327099347254, -83.91946354020544",3/11/2022 9:31,3/11/2022 9:49,2,home,home,stay,y,18
439,26,"35.97306894572574, -83.9241973164557",3/11/2022 9:49,3/11/2022 14:02,3,social_services,work,walk,y,253
440,26,"35.97306894572574, -83.9241973164557",3/11/2022 14:02,3/11/2022 14:13,4,social_services,work,stay,y,11
441,26,"35.97627824696155, -83.93702350213626",3/11/2022 14:13,3/11/2022 14:24,5,store,shop,walk,n,11
442,26,"35.97627824696155, -83.93702350213626",3/11/2022 14:24,3/11/2022 14:35,6,store,shop,stay,n,11
443,26,"35.97306894572574, -83.9241973164557",3/11/2022 14:35,3/11/2022 17:02,7,social_services,work,walk,y,147
444,26,"35.97306894572574, -83.9241973164557",3/11/2022 17:02,3/11/2022 17:23,8,social_services,work,stay,y,21
445,26,"35.96133600688775, -83.92409639086178",3/11/2022 17:23,3/11/2022 18:43,9,park,recreation,walk,n,80
446,26,"35.96133600688775, -83.92409639086178",3/11/2022 18:43,3/11/2022 18:49,10,park,recreation,stay,n,6
447,26,"35.96327099347254, -83.91946354020544",3/11/2022 18:49,3/12/2022 10:11,11,home,home,walk,y,922
448,26,"35.96327099347254, -83.91946354020544",3/12/2022 10:11,3/12/2022 10:29,12,home,home,stay,y,18
449,26,"35.95534164755137, -83.92505115558552",3/12/2022 10:29,3/12/2022 14:42,13,stadium,social,walk,n,253
450,26,"35.95534164755137, -83.92505115558552",3/12/2022 14:42,3/12/2022 15:01,14,stadium,social,stay,n,19
451,26,"35.96327099347254, -83.91946354020544",3/12/2022 15:01,3/12/2022 18:00,15,home,home,walk,n,179
452,26,"35.96327099347254, -83.91946354020544",3/12/2022 18:00,3/12/2022 23:59,16,home,home,stay,y,359
453,26,"35.96327099347254, -83.91946354020544",3/12/2022 23:59,,17,home,home,stay,y,0
454,27,"36.09956007582749, -84.00723552566932",3/11/2022 0:00,3/11/2022 6:44,1,home,home,stay,y,404
455,27,"36.09956007582749, -84.00723552566932",3/11/2022 6:44,3/11/2022 7:05,2,home,home,stay,y,21
456,27,"36.005097674818145, -84.02218974857222",3/11/2022 7:05,3/11/2022 8:25,3,store,shop,drive,n,80
457,27,"36.005097674818145, -84.02218974857222",3/11/2022 8:25,3/11/2022 8:47,4,store,shop,stay,n,22
458,27,"36.09956007582749, -84.00723552566932",3/11/2022 8:47,3/12/2022 23:59,5,home,home,drive,y,2352
459,27,"36.09956007582749, -84.00723552566932",3/12/2022 23:59,,6,home,home,stay,y,0
460,28,"35.95237388928391, -83.89608744438911",3/11/2022 0:00,3/11/2022 8:23,1,home,home,stay,y,503
461,28,"35.95237388928391, -83.89608744438911",3/11/2022 8:23,3/11/2022 8:37,2,home,home,stay,y,14
462,28,"35.94712794027959, -83.90179897690244",3/11/2022 8:37,3/11/2022 9:00,3,school,drop_off_passenger,walk,y,23
463,28,"35.93965700733991, -83.90876964030856",3/11/2022 9:00,3/11/2022 11:25,4,blood_donation_center,work,walk,y,145
464,28,"35.93965700733991, -83.90876964030856",3/11/2022 11:25,3/11/2022 11:31,5,blood_donation_center,work,stay,y,6
465,28,"35.935282564987205, -83.90693159049854",3/11/2022 11:31,3/11/2022 12:11,6,store,shop,walk,n,40
466,28,"35.935282564987205, -83.90693159049854",3/11/2022 12:11,3/11/2022 12:31,7,store,shop,stay,n,20
467,28,"35.94939693515925, -83.88791881636881",3/11/2022 12:31,3/11/2022 13:33,8,restaurant,eat,walk,y,62
468,28,"35.94939693515925, -83.88791881636881",3/11/2022 13:33,3/11/2022 13:45,9,restaurant,eat,stay,y,12
469,28,"35.95237388928391, -83.89608744438911",3/11/2022 13:45,3/11/2022 14:11,10,home,home,walk,n,26
470,28,"35.95237388928391, -83.89608744438911",3/11/2022 14:11,3/11/2022 14:26,11,home,home,stay,n,15
471,28,"35.94712794027959, -83.90179897690244",3/11/2022 14:26,3/11/2022 14:32,12,school,pick_up_passenger,walk,y,6
472,28,"35.94712794027959, -83.90179897690244",3/11/2022 14:32,3/11/2022 14:49,13,school,pick_up_passenger,stay,y,17
473,28,"35.95237388928391, -83.89608744438911",3/11/2022 14:49,3/12/2022 8:34,14,home,home,walk,y,1065
474,28,"35.95237388928391, -83.89608744438911",3/12/2022 8:34,3/12/2022 8:37,15,home,home,stay,y,3
475,28,"35.95179301612064, -83.89500748541928",3/12/2022 8:37,3/12/2022 10:53,16,park,recreation,walk,n,136
476,28,"35.95179301612064, -83.89500748541928",3/12/2022 10:53,3/12/2022 11:00,17,park,recreation,stay,n,7
477,28,"35.95237388928391, -83.89608744438911",3/12/2022 11:00,3/12/2022 23:59,18,home,home,walk,n,779
478,28,"35.95237388928391, -83.89608744438911",3/12/2022 11:00,3/12/2022 17:00,19,home,home,stay,y,360
